-0.14238, -0.196845, -0.658953
-0.0737164, 0.0612987, 0.574192
0.622857, 0.0698913, 0.0509012
0.327507, 0.0931736, 0.18796
0.00339482, -0.289923, -0.691955
0.463882, -0.206523, 0.125684
-0.020856, -0.0374578, -0.378938
0.0874017, -0.0687876, 0.280386
-0.0124471, 0.151902, 0.335648
0.622196, -0.210299, 0.0963454
-0.536737, -0.22304, 0.136382
-0.223963, -0.214719, -0.744263
0.975479, -0.223934, 0.129405
-0.22522, 0.106127, 0.261161
0.676335, -0.220616, 0.0603234
-0.00296707, -0.268549, -0.779218
0.174607, 0.0777829, 0.162678
0.0867875, -0.123278, -0.138636
0.0974077, -0.222544, 0.241388
-0.0346626, 0.113315, 0.122765
-0.0768919, -0.130002, 0.130394
-0.881966, -0.182255, 0.294577
0.25688, -0.241936, -0.87013
0.174101, -0.224732, 0.203078
0.129011, 0.20777, 0.567908
-0.580463, 0.0771028, 0.105784
0.0752871, -0.115117, 0.186929
0.661154, -0.157958, 0.272382
0.0918753, 0.0886642, 0.36441
0.130368, -0.224953, 0.16552
-0.727773, 0.0624995, 0.0847765
0.365516, -0.224972, 0.0750931
-0.0116368, 0.121399, 0.119075
0.677114, -0.180831, 0.318102
0.518514, -0.22526, 0.199317
-0.0374688, -0.157155, 0.181852
0.0535513, -0.19256, -0.254351
-0.0238368, -0.222537, -0.351421
-0.225214, -0.219244, 0.266377
0.731856, -0.199189, 0.204167
0.000554283, 0.0503867, 0.635392
-0.689789, 0.0742983, 0.22946
0.349607, 0.0700298, 0.13097
-0.176238, 0.338219, 0.297071
-0.82916, 0.059269, 0.0967348
-0.0814689, -0.100095, 0.224643
-0.728272, -0.21212, 0.0798789
0.0317149, 0.0277044, 0.569937
-0.100241, -0.0333512, -0.004252
0.660227, -0.187797, 0.274236
0.600639, -0.205653, 0.147127
0.0687642, 0.102817, 0.537756
0.0271123, 0.284247, 0.164487
-0.0256431, -0.0601654, -0.434798
-0.0756956, -0.145051, 0.0537647
-0.131298, -0.116635, 0.27116
0.0777139, 0.113344, 0.260693
-0.910597, 0.0653093, 0.206372
-0.0812587, -0.118991, -0.319029
0.0200292, -0.176218, -0.69954
0.0540488, -0.0733606, -0.401122
-0.0943683, 0.0869824, 0.378703
0.0348761, -0.187498, -0.658548
-0.00292154, -0.322231, -0.629991
0.540378, -0.173571, 0.362561
-0.854642, -0.20946, 0.313624
0.191044, 0.315317, 0.218487
0.932561, -0.22874, 0.0428889
-0.433181, -0.211682, 0.307057
0.0760769, 0.307644, 0.277068
-0.405349, 0.0738617, 0.193598
-0.0815404, 0.110723, 0.374887
-0.0671934, 0.110423, 0.523109
-0.0328761, -0.166489, -0.514019
-0.0269807, 0.0723867, -0.0571907
0.0963405, -0.0378058, -0.0797778
0.0404515, -0.115287, 0.316239
-0.00557758, -0.158107, -0.672444
0.0892575, 0.0835985, 0.422896
-0.0405022, -0.109423, -0.520718
-0.0774893, -0.102416, -0.341095
0.0152795, -0.0176947, 0.55393
0.901426, -0.192042, 0.249066
0.000807056, -0.091166, -0.690519
0.0538141, -0.224817, 0.173587
-0.0664284, 0.0785691, 0.592705
0.0921061, 0.0866568, 0.386084
-0.575027, -0.223564, 0.152541
0.0983164, -0.0702618, 0.0897543
-0.0769272, 0.305346, 0.278649
0.013165, -0.135972, 0.172543
-0.0492761, -0.097304, 0.359052
0.188254, 0.228809, 0.238896
0.0294269, -0.0661327, 0.481106
0.621818, -0.218295, 0.284808
