0.835072, -0.421512, -0.103237
0.85276, -0.0207985, 1.09306
0.132434, -0.323469, 0.707514
0.435535, -0.261352, 0.811578
0.680733, -0.364375, -0.165831
0.272364, -0.0408531, 0.619094
0.741764, -0.421762, 0.228237
0.66637, -0.0648203, 0.788877
0.786451, -0.222443, 0.938754
0.112931, -0.0592456, 0.605642
1.26756, 0.0214742, 0.533533
0.910322, -0.445942, -0.192643
-0.238057, -0.0458037, 0.657743
0.990607, -0.211773, 0.83329
0.0563075, -0.0709569, 0.574152
0.68417, -0.426782, -0.230681
0.585147, -0.254415, 0.768884
0.640424, -0.230547, 0.401049
0.641965, 0.0472857, 0.678883
0.794193, -0.296322, 0.734344
0.817034, -0.0812496, 0.614901
1.62284, 0.0813819, 0.660268
0.422866, -0.506906, -0.273035
0.563426, 0.0264555, 0.651462
0.662439, -0.158689, 1.17882
1.33364, -0.250493, 0.654372
0.669753, -0.0718609, 0.684157
0.0876833, -0.0166162, 0.786726
0.679043, -0.157874, 0.940704
0.60495, 0.00945115, 0.615271
1.47798, -0.242303, 0.616233
0.36611, -0.0464537, 0.557808
0.77173, -0.306134, 0.737225
0.0723748, 0.0255891, 0.815924
0.220374, 0.0103091, 0.67772
0.77833, -0.0334485, 0.648909
0.661804, -0.228228, 0.263819
0.731282, -0.248391, 0.158574
0.964673, 0.0708887, 0.674159
0.0103802, -0.0187664, 0.713434
0.781194, 0.016482, 1.14662
1.44877, -0.180653, 0.749881
0.40866, -0.271298, 0.752836
0.962444, -0.395379, 0.985118
1.57926, -0.229129, 0.616133
0.828985, -0.0589628, 0.710602
1.4561, -0.00842807, 0.473881
0.744888, 0.00145587, 1.08161
0.840935, -0.231762, 0.545685
0.0863013, 0.0100434, 0.773235
0.137449, -0.0365538, 0.649789
0.712358, -0.081098, 1.09491
0.748679, -0.424889, 0.86152
0.741745, -0.430363, 0.168363
0.810577, -0.107237, 0.541532
0.879711, -0.0189963, 0.737985
0.689639, -0.231145, 0.862692
1.66661, -0.175215, 0.706426
0.798489, -0.318614, 0.233541
0.672932, -0.466788, -0.113738
0.663143, -0.405317, 0.197575
0.865041, -0.141229, 0.936059
0.659415, -0.436912, -0.082873
0.687697, -0.304856, -0.129331
0.211411, 0.0477365, 0.845997
1.59446, 0.113295, 0.665329
0.590869, -0.431216, 0.93775
-0.200303, -0.0837426, 0.57721
1.17443, 0.0938968, 0.694979
0.707783, -0.38998, 0.97434
1.16373, -0.21061, 0.743395
0.853983, -0.164144, 0.945824
0.847521, -0.0892777, 1.07439
0.73619, -0.378756, 0.0461378
0.77373, -0.352751, 0.559658
0.640913, -0.274642, 0.495476
0.711254, -0.00460519, 0.792273
0.701312, -0.467532, -0.0835395
0.684335, -0.123722, 0.988231
0.748022, -0.430941, 0.0684137
0.794905, -0.344238, 0.223224
0.756744, 0.0331047, 1.0436
-0.155449, -0.00936505, 0.770294
0.699392, -0.534587, -0.0648708
0.681586, 0.0166926, 0.615662
0.847876, -0.0265776, 1.11829
0.679799, -0.145157, 0.958356
1.30649, 0.0317583, 0.543859
0.645302, -0.16076, 0.625129
0.859973, -0.380673, 0.961324
0.729145, -0.0585631, 0.65593
0.804278, 0.00547284, 0.830383
0.587759, -0.346291, 0.911559
0.734909, 0.0372301, 0.95783
0.122635, 0.043294, 0.763673
0.84982, -0.0131709, 0.937082
0.687666, -0.373917, -0.154267
0.308213, 0.0453745, 0.821379
0.665579, -0.261951, 0.678894
0.855441, -0.153759, 0.961246
0.655751, -0.0987692, 0.702816
0.520361, -0.275343, 0.76979
0.708484, -0.264383, 0.815712
1.11772, 0.0074065, 0.571697
0.806344, 0.0218033, 0.9551
1.00848, 0.0746048, 0.67391
0.811258, -0.301051, 0.310366
0.864396, -0.143702, 0.865236
0.659568, -0.201209, 0.33544
0.673212, -0.341076, 0.511289
0.757682, 0.0177593, 0.60566
0.814944, -0.330676, 0.443269
0.463478, -0.520191, -0.335332
0.649002, -0.269109, 0.222637
0.267521, -0.054339, 0.557684
0.707542, -0.241257, 0.865405
0.757363, -0.107673, 0.626862
1.62302, 0.10136, 0.675188
0.747106, -0.382435, -0.0137611
1.57657, -0.179407, 0.76747
0.559429, 0.018503, 0.733152
0.508865, -0.506343, -0.290188
0.68975, -0.0290502, 0.750107
0.213486, -0.288015, 0.772496
0.689999, -0.198411, 0.279453
0.790024, -0.0610899, 0.808329
0.693315, -0.277782, 0.742641
0.675257, -0.187557, 0.954999
0.781326, -0.433886, -0.153957
0.163511, -0.226735, 0.890315
0.685261, -0.326384, -0.170636
0.735536, -0.123191, 0.45827
0.0932012, -0.29045, 0.779077
0.552441, -0.010304, 0.633003
0.757213, -0.097676, 1.12749
0.804081, -0.341358, 0.514429
0.886032, -0.4246, -0.1479
0.304837, -0.01162, 0.627787
1.4747, -0.240573, 0.642848
0.584199, -0.461489, 0.969558
1.12105, 0.0919115, 0.775269
1.18274, 0.0817338, 0.65889
0.637192, -0.199115, 1.19335
0.711884, -0.0231916, 0.885346
0.817746, -0.0421635, 1.15654
0.727034, -0.36484, -0.0485679
0.677159, -0.52546, -0.383138
0.727113, 0.0402479, 0.975716
0.754868, -0.328119, 0.0663725
0.786133, -0.0148569, 1.16999
0.141699, -0.237707, 0.856819
0.724175, -0.362716, 0.537135
0.615444, 0.00535313, 0.607772
0.713049, -0.402348, -0.0416816
0.230471, 0.00311964, 0.72766
0.810526, 0.0828816, 0.738175
0.903949, -0.441394, -0.20254
0.798923, -0.398968, 0.882109
0.77243, 0.00953448, 0.907504
0.80928, 0.0782396, 0.721765
0.139177, 0.0641174, 0.844846
0.650021, -0.149739, 0.740009
0.708699, -0.12848, 0.422072
0.788303, -0.17903, 0.501511
-0.0810631, -0.309847, 0.755451
0.646995, -0.292438, 0.186423
0.288337, -0.0569961, 0.544034
0.778043, -0.272416, 0.831475
-0.072121, -0.269092, 0.845341
0.698022, -0.508903, -0.0333978
0.76434, -0.424267, -0.0971295
1.50361, 0.0522611, 0.608108
0.687883, -0.373118, 0.965331
0.464527, -0.0194817, 0.628667
0.0990573, -0.00931522, 0.66294
0.849507, -0.17945, 0.610667
0.683524, -0.389738, -0.146511
0.97689, -0.235531, 0.731104
0.858138, -0.174953, 0.830331
0.690115, -0.453499, 0.0275364
